Model Yr,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans in FE Guide (MFR entered for data entered after May 13 2011),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Eng Mgmt System (Stop/Start Sys) Code,Eng Mgmt System (Stop/Start Sys) Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code,Charge Depleting Calc Appr Desc,Charge Sustaining Calc Appr Code,Charge Sustaining Calc Appr Desc,EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,,,
2011,BMW,BMW,X5 xDriveM,BMX,574,4.4,8,Auto(S6),12,17,14,15.0374,23.0639,17.8296,,,,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3427,3427,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,2/28/2011,6199,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,,,,,,
2011,BMW,BMW,X6 xDrive35i,BMX,671,3.0,6,Auto(S8),16,23,19,19.8504,32.2860,24.0124,,,,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2525,2525,,,,,,,,,,,,,,,,,SIDI,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,8/25/2010,4884,,N,Y,RL,Relabel - label value decreased,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,N,No,,,,,,,,,,,,,
2011,BMW,BMW,X6 xDrive50i,BMX,672,4.4,8,Auto(S8),14,20,16,17.2585,28.1647,20.9005,,,,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3000,3000,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,8/25/2010,4866,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,BMW,X6 xDriveM,BMX,673,4.4,8,Auto(S6),12,17,14,15.0374,23.0639,17.8296,,,,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3427,3427,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,2/28/2011,6200,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,,,,,,
2011,General Motors,Buick,ENCLAVE AWD,GMX,470,3.6,6,Auto(A6),16,22,18,19.5000,31.1000,23.4332,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2168,2502,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/4/2010,4057,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,,,,,,
2011,General Motors,Cadillac,ESCALADE 4WD HYBRID,GMX,400,6.0,8,Auto(AV),20,23,21,25.2000,32.4000,28.0000,,,,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/21/2010,5439,,N,N,,,N,N,,Y,Active Fuel Management,Y,Late intake valve closing,N,,Battery(s),,1,NiMH,,288,6.50,45.0,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,"DC Permanent Magnet, brushless",,30,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Cadillac,ESCALADE AWD,GMX,493,6.2,8,Auto(A6),13,18,15,17.1000,27.4996,20.6068,13.8324,17.5332,15.2841,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,,,380,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3002,3002,10,14,12,12.3,20,14.8775,9.9496,14.4449,11.5699,310,E,Ethanol (E85),MPG,miles per gallon,3249,3249,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,6/23/2010,5448,,N,N,,,N,N,Engine Block Material - Aluminum Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Cadillac,ESCALADE ESV AWD,GMX,522,6.2,8,Auto(A6),13,18,14,15.4000,24.2000,18.4130,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,85,,450,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3213,3213,9,13,10,11.1,18.1,13.4388,,,,320,E,Ethanol (E85),MPG,miles per gallon,3900,3900,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/13/2010,5352,,N,N,,,N,N,Engine Block Material - Aluminum Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Cadillac,ESCALADE EXT AWD,GMX,536,6.2,8,Auto(A6),13,18,14,15.4000,24.2000,18.4130,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,85,,450,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3213,3213,9,13,10,11.1,18.1,13.4388,,,,320,E,Ethanol (E85),MPG,miles per gallon,3900,3900,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/13/2010,5354,,N,N,,,N,N,Engine Block Material - Aluminum Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Cadillac,SRX AWD,GMX,140,2.8,6,Auto(S6),15,22,18,19.2436,30.3000,23.0243,15.4789,21.8254,17.8093,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,,,2669,2669,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/21/2011,9080,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,23.2,,,,,
2011,General Motors,Cadillac,SRX AWD,GMX,121,3.0,6,Auto(S6),17,23,19,21.5000,31.3000,25.0260,,,,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,,,2051,2367,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/21/2010,4081,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,EQUINOX AWD,GMX,42,2.4,4,Auto(A6),20,29,23,25.8000,40.2000,30.7580,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,,,1696,1958,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/10/2010,4089,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,EQUINOX AWD,GMX,51,3.0,6,Auto(A6),16,23,19,20.3000,32.3000,24.3751,16.2835,23.2200,18.8124,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,,,2367,2367,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/21/2011,9093,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,24.5,,,,,
2011,General Motors,Chevrolet,EQUINOX AWD,GMX,55,3.0,6,Auto(A6),16,23,19,20.3000,32.3000,24.3751,16.2835,23.2200,18.8124,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,85,,400,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,,,2367,2367,12,17,14,14.8,23.4,17.7327,11.8717,16.8219,13.6837,290,E,Ethanol (E85),MPG,miles per gallon,2785,2785,SIDI; FFV; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/21/2011,9087,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,24.5,,,,,
2011,General Motors,Chevrolet,K1500 AVALANCHE 4WD,GMX,464,5.3,8,Auto(A6),15,21,17,18.1000,29.0000,21.7846,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,4,4-Wheel Drive,85,,540,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,11,16,13,13.4,21.9,16.2357,,,,410,E,Ethanol (E85),MPG,miles per gallon,2999,2999,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,5/14/2010,5281,,N,N,,,N,N,Engine Block Material - Iron Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,K1500 SUBURBAN 4WD,GMX,500,5.3,8,Auto(A6),15,21,17,18.1000,29.0000,21.7846,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,4,4-Wheel Drive,85,,540,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,11,16,13,13.4,21.9,16.2357,,,,410,E,Ethanol (E85),MPG,miles per gallon,2999,2999,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,5/14/2010,5287,,N,N,,,N,N,Engine Block Material - Iron Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,K1500 TAHOE 4WD,GMX,465,5.3,8,Auto(A6),15,21,17,18.1000,29.0000,21.7846,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,4,4-Wheel Drive,85,,430,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,11,16,13,13.4,21.9,16.2357,,,,330,E,Ethanol (E85),MPG,miles per gallon,2999,2999,FFV; ,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,5/14/2010,5282,,N,N,,,N,N,Engine Block Material - Iron Cylinder Deactivation - AFM,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,K1500 TAHOE 4WD HYBRID,GMX,460,6.0,8,Auto(AV),20,23,21,25.7000,32.5000,28.3713,19.7000,22.7000,20.9457,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1856,2142,,,,,,,,,,,,,,,,,,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Vehicle Specific 5-cycle label,6/21/2010,3521,,N,N,,,N,N,,Y,Active Fuel Management,Y,Late intake valve closing,N,,Battery(s),,1,NiMH,,288,6.50,45.0,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,"DC Permanent Magnet, brushless",,30,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,CS-5C,Charge Sustaining 5-cycle,,,,,,,,
2011,General Motors,Chevrolet,K2500 SUBURBAN 4WD,GMX,527,6.0,8,Auto(A6),10,15,12,12.6000,21.2000,15.4137,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3748,3748,,,,,,,,,,,,,,,,,,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/30/2010,5347,,N,N,,,N,N,,N,,Y,Hydraulic Roller,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,TRAVERSE AWD,GMX,471,3.6,6,Auto(A6),16,23,19,20.0000,31.6000,23.9575,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2051,2367,,,,,,,,,,,,,,,,,SIDI; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/4/2010,4058,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,,,,,,
2011,Chrysler Group LLC,Dodge,Durango 4WD,CRX,36,3.6,6,Auto(A5),16,22,18,20.1000,31.2000,23.9313,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,4,4-Wheel Drive,85,,450,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2502,2502,12,16,14,15,22.7,17.7021,,,,350,E,Ethanol (E85),MPG,miles per gallon,2785,2785,FFV; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/22/2010,5597,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,,,,,,
2011,Chrysler Group LLC,Dodge,Durango 4WD,CRX,38,5.7,8,Auto(A5),13,20,15,15.7000,27.2941,19.4104,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,4,4-Wheel Drive,,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,3102,3102,,,,,,,,,,,,,,,,,,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/22/2010,5848,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Chrysler Group LLC,Dodge,Journey AWD,CRX,532,3.6,6,Auto(A6),16,24,19,20.1000,32.9000,24.3659,,,,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,11/22/2010,5874,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Chrysler Group LLC,Dodge,Nitro 4WD,CRX,43,3.7,6,Auto(A4),15,21,17,18.7000,28.5000,22.1233,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,1,1,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/28/2010,5013,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Chrysler Group LLC,Dodge,Nitro 4WD,CRX,45,4.0,6,Auto(A5),16,21,17,19.3000,28.5000,22.5800,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,6/28/2010,5016,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,EDGE AWD,FMX,47,3.5,6,Auto(A6),18,26,21,22.8000,35.7000,27.2273,22.8000,35.7000,27.2273,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/12/2010,9425,,N,N,,,N,N,,N,,Y,dual intake & exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,EDGE AWD,FMX,45,3.5,6,Auto(S6),18,25,20,22.0000,34.7000,26.3378,22.0000,34.7000,26.3378,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/12/2010,9424,,N,N,,,N,N,,N,,Y,dual intake & exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,EDGE AWD,FMX,49,3.7,6,Auto(S6),17,23,19,21.4583,31.6220,25.0867,21.4583,31.6220,25.0867,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/12/2010,9529,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,ESCAPE 4WD,FMX,183,2.5,4,Auto(A6),20,26,22,25.2006,36.2860,29.2173,25.2006,36.2860,29.2173,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2048,2048,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/26/2010,9432,,N,N,,,N,N,2.5L Gas,N,,Y,"Intake Variable Cam Timing, Hydraulic",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-4,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,ESCAPE 4WD FFV,FMX,175,3.0,6,Auto(A6),18,23,20,22.7501,31.6053,26.0323,22.7501,31.6053,26.0323,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,A,All Wheel Drive,85,,350,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,13,17,14,16.1336,23.3296,18.7339,16.1336,23.3296,18.7339,250,E,Ethanol (E85),MPG,miles per gallon,2785,2785,FFV; ,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/26/2010,9430,,N,N,,,N,N,3.0L FFV Escape,N,,Y,Hydraulic Actuated VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-4,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,ESCAPE HYBRID 4WD,FMX,166,2.5,4,Auto(AV),30,27,29,39.8484,38.0990,39.0417,39.8484,38.0990,39.0417,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,4,4-Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1552,1552,,,,,,,,,,,,,,,,,,2,2,23,"Special Purpose Vehicle, SUV 4WD",1,Derived 5-cycle label,7/26/2010,9531,,N,N,,,N,N,2.5L HEV Atkinson Cycle,N,,Y,"Intake Variable Cam Timing, hydraulic",N,,Battery(s),,1,NiMH,,330,5.50,19.7,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,"DC Permanent Magnet, brushless",,70,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
